close,閉じる
"We can't process Express Checkout approval.","エクスプレスチェックアウト商品は処理できません。"
"We can't initialize Express Checkout review.","エクスプレスチェックアウトリビューは初期化できません。"
"To check out, please sign in with your email address.",チェックアウトするのは、Eメールアドレスでサインインしてください。"
"We can't start Express Checkout.","エクスプレスチェックアウトをスタートできません。"
"Your payment has been declined. Please try again.","支払いが拒否されました。再度お試しください。"
"We can't contact the PayPal gateway.","PayPalゲートウェイにコンタクトできません。"
"PayPal response hasn't required fields.","PayPalレスポンスはフィールドが必須ではありません。"
"Something went wrong while processing your order.","注文を処理中に問題が発生しました。"
"PayPal gateway has rejected request. %1","PayPalゲートウェイが要求を拒否しました %1"
"The PayPal gateway rejected the request. %1","PayPalゲートウェイが要求を拒否しました。 %1"
"I'm sorry - but we were not able to process your payment. Please try another payment method or contact us so we can assist you.","申し訳ありません - しかし支払いを処理することができませんでした。別の支払方法を試すかサポート致しますので我々にご連絡ください。"
"I'm sorry - but we are not able to complete your transaction. Please contact us so we can assist you.","申し訳ありません - しかしトランザクションを完了できませんでした。サポート致しますので我々にご連絡ください。"
"The payment method code is not set.","支払い方法コードが設定されていません。"
"The reference ID is not set.","リファレンスIDがセットされていません。"
"Unable to save Billing Agreement:","支払い合意が保存できませんでした:"
"The customer ID is not set.","顧客IDが設定されていません。"
"The Billing Agreement status is not set.","支払い合意が設定されていません。"
"The PayPal certificate does not exist.","PayPal認証が存在しません。"
"We prefer PayPal (150 X 60)","PayPal希望 (150 X 60)"
"We prefer PayPal (150 X 40)","PayPal希望 (150 X 40)"
"Now accepting PayPal (150 X 60)","PayPal使えます (150 X 60)"
"Now accepting PayPal (150 X 40)","PayPal使えます (150 X 40)"
"Payments by PayPal (150 X 60)","PayPalでの支払い (150 X 60)"
"Payments by PayPal (150 X 40)","PayPalでの支払い (150 X 40)"
"Shop now using (150 X 60)","この店で使用可能 (150 X 60)"
"Shop now using (150 X 40)","この店で使用可能 (150 X 40)"
Shortcut,ショートカット
"Acceptance Mark Image","受領マーク画像"
Sale,セール
"For Virtual Quotes Only","仮想見積もりのみ"
"Ask Customer","顧客に相談"
"IPN (Instant Payment Notification) Only","IPN (Instant Payment Notification) のみ"
"API Signature","APIシグニチャア" 
"API Certificate","API証明書"
"The ordering amount of %1 is pending approval on the payment gateway.","注文額の1%は支払いゲートウェイで認証待ちです。"
"We'll authorize the amount of %1 as soon as the payment gateway approves it.","支払いゲートウェイが承認し次第額の1%を許可します。"
"The authorized amount is %1.","認証された額は%1です。"
"The maximum number of child authorizations is reached.","子の権限最大数に達しました。"
"PayPal can't process orders with a zero balance due. To finish your purchase, please go through the standard checkout process.","PayPalはゼロの残高では注文を処理できません。購入を完了するには通常のチェックアウト処理を行ってください。"
"A payer is not identified.","支払人が特定されていません。"
"Cannot get secure form URL from PayPal","PayPalから安全なフォームURLを得られませんでした"
"Last Transaction ID","前回のトランザクション ID"
"This customer didn't include a confirmed address.","この顧客は確認された住所を持っておりません。"
"The payment is authorized but not settled.","支払いは認証されましたが決済しておりません。"
"The payment eCheck is not cleared.","支払いeCheckはクリアされていません。"
"The merchant holds a non-U.S. account and doesn't have a withdrawal mechanism.","商品はUS外のアカウントを持っており引き落としの方法を持っておりません。"
"The payment currency doesn't match any of the merchant's balances currency.","支払い通貨はどの商店の残高の通貨とマッチしません。"
"The payment is pending while it is being reviewed by PayPal for risk.","PayPalに危険がないかリビューされている間支払いは保留されています。"
"The payment is pending because it was made to an email address that is not yet registered or confirmed.","まだ登録されてないか確認されてないEメールアドレス宛てになっているので支払いは保留されています。"
"The merchant account is not yet verified.","商店アカウントは確認されておりません。"
"The payment was made via credit card. In order to receive funds merchant must upgrade account to Business or Premier status.","支払いはクレジットカードでおこなわれました。"
"Sorry, but something went wrong. Please contact PayPal customer service.","申し訳ありません、しかし問題が発生しました。PayPalカスタマーサービスにご連絡してください。"
"A reversal has occurred on this transaction due to a chargeback by your customer.","顧客による入金取り消しのためこのトランザクションで破棄が発生しました。"
"A reversal has occurred on this transaction due to your customer triggering a money-back guarantee.","顧客がマネーバック保証を実行したのでこのトランザクションで破棄が発生しました。"
"A reversal has occurred on this transaction due to a complaint about the transaction from your customer.","顧客からのトランザクションに対する不満のためこのトランザクションで破棄が発生しました。"
"A reversal has occurred on this transaction because you have given the customer a refund.","顧客に返金を行なったためにこのトランザクションで破棄が発生しました。"
"Reversal of an adjustment.","調節の破棄"
"Transaction reversal due to fraud detected by PayPal administrators.","PayPal管理者によって詐欺行為が検知されたためトランザクション破棄"
"Transaction reversal by PayPal administrators.","PayPal管理者によってトランザクション破棄"
"Reimbursement for a chargeback.","入金取り消しのための返金"
"Settlement of a chargeback.","入金取り消しの決済"
"A reversal has occurred on this transaction because of a customer dispute suspecting unauthorized spoof.","顧客の不正な偽装の疑惑の異議のためにこのトランザクションの破棄が発生しました。"
"Buyer claims that he did not receive goods or service.","購入者は商品あるいはサービスを受け取っていないと主張しています。"
"Buyer claims that the goods or service received differ from merchant’s description of the goods or service.","購入者は受け取った商品あるいはサービスは商店の商品あるいはサーピスの詳細と異なると主張しています。"
"Buyer claims that he/she did not authorize transaction.","購入者はトランザクションを承諾していないと主張しています。"
"A case that has been resolved and close requires a reimbursement.","事案は解決され終了するには返金が必要です。"
"Buyer claims that a possible duplicate payment was made to the merchant.","購入者は商店に数度被った支払いをおこなったと主張しています。"
"Buyer claims that the received merchandise is unsatisfactory, defective, or damaged.","購入者は受け取った商品は不満足か、不完全か、傷ついていると主張しています。"
"Unknown reason. Please contact PayPal customer service.","理由が不明。PayPalのカスタマーサービスに連絡してください。"
"Payer ID","支払い人ID"
"Payer Email","支払い人Eメール"
"Payer Status","支払い人ステータス"
"Payer Address ID","支払い人住所ID"
"Payer Address Status","支払い人住所ステータス"
"Merchant Protection Eligibility","商店保護適正
"Triggered Fraud Filters","詐欺行為フィルターが発動"
"Last Correlation ID","前回の相関ID"
"Address Verification System Response","住所確認システムレスポンス"
"CVV2 Check Result by PayPal","PayPalによるCVV2チェック結果"
"AVS Street Match","AVS番地合致"
"AVS zip","AVS郵便番号"
"International AVS response","国際AVSレスポンス"
"Buyer's Tax ID","購入者の税ID"
"Buyer's Tax ID Type","購入者の税IDタイプ"
Chargeback,取り消し
Complaint,異論
Dispute,意義申し立て
"Matched Address only (no ZIP)","住所のみ合致 (ZIPなし)"
"Matched Address only (no ZIP) International","住所のみ合致 (ZIPなし) 海外配送"
"No Details matched","合致する詳細なし。"
"No Details matched. International","合致する詳細なし。 海外郵送"
"Exact Match.","完全合致。"
"Exact Match. Address and Postal Code. International","完全合致。住所と郵便番号。海外郵送"
"Exact Match. Address and Postal Code. UK-specific","完全合致。住所と郵便番号。 UKのみ"
"N/A. Not allowed for MOTO (Internet/Phone) transactions","N/A. MOTO (Internet/Phone) トランザクションは許可されていません"
"N/A. Global Unavailable","N/A. 海外配送なし"
"N/A. International Unavailable","N/A. 海外配送なし"
"Matched five-digit ZIP only (no Address)","5桁ZIPのみ (住所なし)"
"Matched Postal Code only (no Address)","郵便番号のみ合致(住所なし)"
"N/A. Retry","N/A. 再試行"
"N/A. Service not Supported","N/A. サービスはサポートされていません"
"N/A. Unavailable","N/A. 無効"
"Matched whole nine-didgit ZIP (no Address)","全ての９桁ZIP合致 (住所なし)"
"Yes. Matched Address and five-didgit ZIP","住所と５桁の郵便番号"
"All the address information matched","全ての住所情報が合致しました"
"None of the address information matched","合致する住所はありませんでした"
"Part of the address information matched","一部の住所は合致しました"
"N/A. The merchant did not provide AVS information","N/A. 商店はAVS情報を提供しませんでした"
"N/A. Address not checked, or acquirer had no response. Service not available","N/A.住所未確認か取得者から反応がありません。サーピスが有効ではありません" 
"Matched (CVV2CSC)","合致 (CVV2CSC)"
"No match","合致するものなし"
"N/A. Not processed","N/A. 未処理"
"N/A. Service not supported","N/A. サービス未サポート"
"N/A. Service not available","N/A. サービス無効"
"N/A. No response","N/A. 反応なし"
"Matched (CVV2)","合致 (CVV2)"
"N/A. The merchant has not implemented CVV2 code handling","N/A. 商店はCVV2コード処理を実装していません"
"N/A. Merchant has indicated that CVV2 is not present on card","N/A. 商店はCVV2がカードのプレゼントか指定してません"
CNPJ,CNPJ
CPF,CPF
"Note: %1","注意: %1"
"IPN ""%1"". Case type ""%2"". Case ID ""%3"" %4","IPN ""%1"". ケースタイプ ""%2"". ケースID ""%3"" %4"
"IPN ""%1"". A dispute has been resolved and closed. %2 Transaction amount %3.","IPN ""%1"".異議申し立ては解決してクローズになりました。 %2 トランザクション額 %3."
"You notified customer about invoice #%1.","請求書について顧客に連絡しました #%1."
"IPN ""%1"". %2 Transaction amount %3. Transaction ID: ""%4""","IPN ""%1"". %2 トランザクション額 %3. トランザクションID: ""%4"""
"You notified customer about creditmemo #%1.","クレジットメモについて顧客に連絡しました #%1."
"IPN ""%1""","IPN ""%1"""
"Payflow PNREF: #%1.","ペイフロー PNREF: #%1."
"Unable to fetch transaction details.","トランザクション詳細を取得できませんでした"
"Transaction has been declined","トランザクションは却下されました"
"Error processing payment, please try again later.","支払い処理エラー。後で再度お試しください。"
"We cannot send the new order email.","新しい注文Eメールを送れません。"
"You cannot void a verification transaction.","確認トランザクションを破棄することはできません。"
"You need an authorization transaction to void.","破棄するには認証トランザクションが必要です。"
"We can't issue a refund transaction because there is no capture transaction.","取り置きトランザクションがないため返金トランザクションを発行できません。"
"We cannot create a target file for reading reports.","レポート確認のためのターゲットファイルが作成できません。"
"Report Date","報告日"
"Merchant Account","商店アカウント"
"Invoice ID","請求書ID"
"PayPal Reference ID","PayPalリファレンスID"
"PayPal Reference ID Type","PayPalリファレンスIDタイプ"
"Event Code","イベントコード"
Event,イベント
"Finish Date","最終日"
"Debit or Credit","デビットかクレジット"
"Gross Amount","総額"
"Fee Debit or Credit","デビットかクレジット料金"
"Fee Amount","料金額"
"Preapproved Payment ID","事前承認払いID"
"Subscription ID","購読ID"
Credit,クレジット
Debit,デビット
"ACH Deposit (Hold for Dispute or Other Investigation)","ACH振り込み(異議申し立てのため保留か他の調査)"
"ACH Deposit (Reversal)","ACH振り込み(破棄)"
"ACH Funding for Funds Recovery from Account Balance","ACHアカウント残高からのファンド回復のためのACHファンディング"
"ACH Withdrawal","ACH引き落とし"
"Account-to-Account Payment, initiated by PayPal","アカウント間の支払い, PayPal主導"
"Auction Payment other than through eBay","eBay以外のオークション支払い"
AutoSweep,オートスイープ
"Available Balance","残高"
"Balance Manager Account Bonus","残高マネージャーアカウントボーナス"
"Bonus for first ACH Use","ACHを初めて使用したボーナス"
"Buyer Credit Payment","購入者クレジット支払い"
Charge-off,処理費用
"Coupon Redemption","クーポン償還"
"Currency Conversion required to cover negative balance","通貨変換は残高マイナスをカバーすることが必須です"
"Debit Card Cash Back","デビットカードキャッシュバック"
"Debit Card Transaction","デビットカードトランザクション"
"Direct Payment API","直払いAPI"
"EFT Funding (German banking)","EFTファンディング (ドイツ)"
"Express Checkout APIs","エクスプレスチェックアウトAPIs"
"Fee Reversal","費用破棄"
"Fee: Foreign ACH Withdrawal","料金: 海外ACH引き落とし"
"Fee: Mass Pay Request","料金: 総合支払いリクエスト"
"Fee: Web Site Payments Pro Account Monthly","料金: ウェブサイト支払い月額プロアカウント"
"Fee: WorldLink Check Withdrawal","料金: ワールドリンクチェック引き落とし"
Funding,ファンディング
"General (Authorization)","全般 (権限)"
"General (Dividend)","全般 (配当)"
"General (Funds Transfer from PayPal Account to Another)","全般 (Paypalのアカウントから別へのファンドトランスファー)"
"General (Purchase with a credit card)","全般 (クレジットカードで購入)"
"General Adjustment without businessrelated event","ビジネス関連イベントなしの全般調整"
"General Currency Conversion","全般通貨変換"
"General Funding of PayPal Account ","PayPalアカウントの全般ファンディング"
"General Redemption","全般償還"
"General Withdrawal from PayPal Account","PayPalアカウントから全般引き落とし"
"General. Product no longer supported","全般。 製品はもはやサポートされていません。"
"General: Use of PayPal account for purchasing as well as receiving payments","全般: PayPalのアカウントを使用による購入だけでなく支払いの受け取り"
"General: Withdrawal from PayPal Account","全般: PayPalアカウントから引き落とし"
"General: Withdrawal to Non-Bank Entity","全般: 銀行以外に引き落とし"
"General: adjustment of a type not belonging to the other T12xx categories","全般: T12xxカテゴリー以外の属さないタイプの調整"
"General: bonus of a type not belonging to the other T08xx categories","全般: T08xxカテゴリー以外の属さないタイプのボーナス"
"General: event not yet categorized","全般: カテゴリされていないイベント"
"General: non-payment fee of a type not belonging to the other T01xx categories","全般: T01xxカテゴリー以外の属さないタイプの支払いのない料金"
"General: received payment of a type not belonging to the other T00xx categories","全般: T00xxカテゴリー以外の属さないタイプの支払いの受け取った支払い"
"General: reversal of a type not belonging to the other T11xx categories","全般: T11xxカテゴリー以外の属さないタイプの破棄"
"General: temporary hold of a type not belonging to the other T15xx categories","全般: temporary hold of a type not belonging to the other T15xx categories"
"Gift Certificate Payment: purchase of Gift Certificate","ギフト券支払い: ギフト券の購入"
"Gift Certificate Redemption","ギフト券償還"
"Hidden Virtual PayPal Debit Card Transaction","隠し仮想PayPalデビットカードトランザクション"
"Hold for Dispute Investigation","異議申し立て調査のために保留"
Incentive,インセンティブ
"Mass Pay Payment","総合Pay支払い"
"Merchant Referral Bonus","商店関連付けボーナス"
"Mobile Payment (made via a mobile phone)","携帯支払い (携帯からの支払い)"
"Negative Balance","マイナス残高"
"Open Authorization","オープン権限"
"PayPal Balance Manager function of PayPal account","PayPalアカウントのPayPal残高管理機能"
"PayPal Buyer Warranty Bonus","PayPal購入者保証ボーナス"
"PayPal Debit Card Cash Advance","PayPalデビットカードキャッシュアドバンス"
"PayPal Debit Card Withdrawal from ATM","PayPalのATMからのデビットカード引き落とし"
"PayPal Protection Bonus","PayPal保護ボーナス"
"Payment Refund initiated by merchant","商店による支払い返金実行"
"Points Incentive Redemption","ポイントインセンティブ償還"
"Postage Payment to either USPS or UPS","Postage Payment to either USPS or UPS"
"Preapproved Payment (BillUser API, either sent or received","事前承認された支払い (BillUser API, 送ったか受け取りのどちらか"
Reauthorization,再権限設定
"Reimbursement of Chargeback","入金取り消しの返済"
Reversal,破棄
"Reversal of General Account Hold","一般アカウント保留の破棄"
"Reversal of Points Usage","ポイント使用の破棄"
"Reversal of hold for Dispute Investigation","異議申し立ての調査のための保留の破棄"
"Reward Voucher Redemption","報酬バウチャー破棄"
"Settlement Consolidation","一括決済"
"Subscription Payment, either payment sent or payment received","購読支払い、支払いが送れれたか受け取られたか"
"User-initiated Currency Conversion","ユーザー主導の通貨変換"
"Virtual PayPal Debit Card Transaction","仮想PayPalデビットカードトランザクション"
"Virtual Terminal Payment","仮想ターミナル支払い"
"WorldLink Withdrawal","ワールドリンク引き落とし"
"eBay Auction Payment","eBayオークション支払い"
"The PayPal certificate file is empty.","The PayPal認証ファイルは空です。"
"Header (center)","ヘッダー (真ん中)"
"Sidebar (right)","サイドバー (右)"
"Near PayPal Credit checkout button","PayPalクレジットチェックアウトボタンのそば"
"Every 3 days","毎3日"
"Every 7 days","毎7日"
"Every 10 days","毎10日"
"Every 14 days","毎14日"
"Every 30 days","毎30日"
"Every 40 days","毎40日"
"No Logo","ロゴなし"
"Yes (PayPal recommends this option)","はい (PayPalはこのオプションを推奨します)"
"Created billing agreement #%1.","支払い契約を作成 #%1."
"We can't create a billing agreement for this order.","この注文のための支払い契約を作成できません。"
"Pending PayPal","PayPal保留"
"PayPal Reversed","PayPal予約"
"PayPal Canceled Reversal","PayPalは破棄をキャンセルしました"
"Billing Agreement","支払い合意"
"Updated At","アップデート日"
"Not sure what PayPal payment method to use? Click ","どのPayPal支払い手段を使うかわかりません？ クリック"
here,ここ
" to learn more."," 詳細は。"
"Important: ","重要: "
"To use PayPal Payments Advanced, you must configure  your PayPal Payments Advanced account on the PayPal website.","PayPal Payments Advanced, PayPal Payments AdvancedのアカウントをPayPalウェブサイト上で設定しなければなりません。"
"Once you log into your PayPal Advanced account, navigate to the Service Settings - Hosted Checkout Pages - Set Up menu and set the options described below","PayPal Advanced アカウントにログインすると, サービス設定に移動 - 所持するチェックアウトページ - メニューの設定と下で説明されたオプションの設定"
"To use PayPal Payflow Link, you must configure your PayPal Payflow Link account on the PayPal website.","PayPal Payflowリンクを使うには、PayPal PayflowリンクアカウントをPayPalウェブサイトにて設定しなければなりません。"
"Once you log into your PayPal Payflow Link account, navigate to the Service Settings - Hosted Checkout Pages - Set Up menu and set the options described below","PayPal Payflowリンクアカウントにログインすると, サービス設定に移動 - 所持するチェックアウトページ - メニューの設定と下で説明されたオプションの設定"
"Billing Agreement # ","支払い合意 # "
"Agreement Information","合意情報"
"Reference ID:","リファレンスID:"
Created:,作成日:
Updated:,アップデート日:
"Back to Billing Agreements","支払い合意に戻る"
"There are no billing agreements yet.","まだ支払い合意がありません。"
"New Billing Agreement","新しい支払い合意"
"You will be redirected to the payment system website.","支払いシステムのウェブサイトに転送されます。"
Create...,作成...
"Your billing agreement # is: ","あなたの支払い合意番号は: "
"Please select a shipping method...","送付方法を選んで下さい..."
"Update Shipping Method","配送方法をアップデート"
"Buy now with PayPal","PayPalで購入しましょう"
"Edit Payment Information","支払い情報編集"
"Items in Your Shopping Cart","ショッピングカートにある商品"
"Edit Shopping Cart",","ショッピングカート編集"
"Please update order data to get shipping methods and rates","配送方法とレートを得るには注文データをアップデートしてください"
"Checkout with PayPal","PayPalでチェックアウト"
"Please do not refresh the page until you complete payment.","支払いを完了するまでページをリフレッシュしないでください。"
"You will be required to enter your payment details after you place an order.","注文を行なった後で支払い詳細を入力することが求められます。"
"Additional Options","追加オプション"
"-- Please Select Billing Agreement--","-- 支払い合意を選択してください--"
"Acceptance Mark","許可マーク"
"What is PayPal?","PayPalとは？"
"Sign a billing agreement to streamline further purchases  with PayPal.","請求合意にサインして今後のPayPalでの購入を円滑にしましょう。"
"To check out, please sign in using your email address.","チェックアウトするにはEメールアドレスでサインインしてください。"
"Check &quot;Remember Me&quot; to access your shopping cart on this computer even if you are not signed in."," &quot;覚えておく&quotをチェック; サインインしてなくてもこのコンピューターのショッピングカートにアクセスするには"
"We can't update the alert subscription right now.","現在アラート購読をアップデートできません。"
"Price change alert! We wanted you to know that prices have changed for these products:","価格変更アラート! これらの商品の値段が変わったことをお知らせします:"
"Click here to stop alerts for this product.","この商品のアラートを止めるにはここを押して下さい。"
"In stock alert! We wanted you to know that these products are now available:","在庫アラート！ これらの商品が購入可能であることをお知らせします:"
Url,Url
"Preview Image","プレビュー画像"
"Get Video Information","ビデオ情報取得"
"YouTube and Vimeo supported.","YouTubeとビデオはサポートされます"
"Vimeo supported.<br />To add YouTube video, please <a href=""%1"">enter YouTube API Key</a> first.","Vimeo サポートされています。<br />YouTube ビデオを追加するには, まず <a href=""%1"">YouTube API キー入力</a> してください。"
"Could not get preview image information. Please check your connection and try again.","プレビュー画像情報を得られませんでした。 接続を確認して再度お試し下さい。"
"Click here to add videos.","ここをクリックしてビデオを追加してください。"
"New Video","新規ビデオ"
"Add Video","ビデオ追加"
"Add video","ビデオ追加"
"Delete video","ビデオ削除"
Title:,表題:
Uploaded:,アップロード済み:
Uploader:,アップローダー:
Duration:,長さ:
"The address total model should be extended from
                    \Magento\Quote\Model\Quote\Address\Total\AbstractTotal.","住所トータルモデルは
                    \Magento\Quote\Model\Quote\Address\Total\AbstractTotal　からの拡張でなければなりません。"
"Date Used","期間の指定"
"We can't find records for this period.","この期間の記録が見つかりません。"
"Last updated: %1. To refresh last day'ss <a href=""%2"">statistics</a>, click <a href=""%3"">here</a>.","最後の更新: %1.  前回の<a href=""%2"">統計</a>をリフレッシュするには, <a href=""%3"">ここ</a>をクリックしてください。"
"You refreshed lifetime statistics.","統計をリフレッシュしました。"
"Customers that have Wish List: %1","お気入りリストを持つ顧客: %1"
Author,作者
"Click <a href=""%1"">here</a> to see the review.","<a href=""%1"">ここ</a>をクリックしてリビューをみる。"
"Something went wrong  deleting this review.","このリビューを削除中に問題が発生しました。"
"We can't retrieve the product ID.","製品IDが取得できません。"
"Something went wrong while deleting these records.","レコードを削除中に問題が発生しました。"
"Something went wrong while updating these review(s).","これらのリビューをアップデート中に問題が発生しました。"
"You submitted your review for moderation.","モデレーションのためにリビューを投稿しました。"
"We can't post your review right now.","現在リビューを投稿できません。"
"Please enter a review summary.","リビューサマリーを入力してください。"
"Please enter a nickname.","ニックネームを入力してください。"
"Please enter a review.","リビューを入力してください。"
"See Details","詳細を御覧ください"
"Only registered users can write reviews. Please, <a href=""%1"">Sign in</a> or <a href=""%2"">create an account</a>","登録済みユーザーのみリビューを書くことができます。 <a href=""%1"">サインイン</a> か <a href=""%2"">アカウントを作成</a>してください。"
"Please choose a valid discount amount.","有効なディスカウント額を選択してください。"
"Please specify Customer Groups.","カスタマーグループを指定してください。"
"Apply the rule only to cart items matching the following conditions (leave blank for all items).","ルールは以下の条件にマッチするカートアイテムに適用して下さい (全ての商品のためには空白のままで)。"
"Cart Price Rule","カート価格ルール"
"Specified rule does not allow coupons","指定のルールはクーポンを許可しません"
"Specified rule only allows auto generated coupons","指定のルールは自動生成クーポンのみ許可します"
"Specified rule does not allow auto generated coupons","指定のルールは自動生成のクーポンを許可しません"
"Error occurred when saving coupon: %1","クーポン保存中に問題が発生しました: %1"
"Specified rule does not allow automatic coupon generation","指定のルールは自動のクーポンの生成を許可しません。"
"Error occurred when generating coupons: %1","クーポン生成時に問題が発生しました: %1"
"Some coupons are invalid.","幾つかのクーポンは無効です。"
"%1 Cart Price Rules based on ""%2"" attribute have been disabled.","%1 ""%2""属性に基づくカート価格ルールは無効化されました。"
"We can't get the order instance right now.","現在注文インスタンスを得ることができません。"
"Are you sure you want to send a credit memo email to customer?","本当にクレジットメモEメールを顧客に送りますか？"
"The credit memo email was sent.","クレジットメモEメールは送られました。"
"The credit memo email wasn't sent.","クレジットメモEメールは送られていません。"
"Are you sure you want to send an invoice email to customer?","本当に請求書Eメールを顧客に送りますか？"
"The invoice email was sent.","請求書Eメールが送られました。"
"The invoice email wasn't sent.","請求書Eメールは送られていません。"
"Visible On Storefront","店舗にて表示されています。"
"This will create an offline refund. To create an online refund, open an invoice and create credit memo for it. Do you want to continue?","これはオフライン返金になります。オンライン返金にするには, 請求書を開きクレジットメモを作成してください。続けますか？"
"This order contains (%1) items and therefore cannot be edited through the admin interface. If you wish to continue editing, the (%2) items will be removed,  the order will be canceled and a new order will be placed.","この注文は(%1)商品がありますので管理者画面からでは編集できません。 編集を続けることを希望される場合、 (%2) 商品は削除され、注文はキャンセルされて新しい注文が作られます。"
"Applies to Any of the Specified Order Statuses except canceled orders","キャンセルされた注文以外、指定された注文ステータスのどれでも適用"
"You sent the message.","メッセージを送りました。"
"Please enter a comment.","コメントを入れて下さい。"
"We can't update the order address right now.","現在注文住所を更新できません。"
"Credit memo has not been canceled.","クレジットメモはキャンセルされていません。"
"The credit memo's total must be positive.","クレジットメモの合計の値は正の数でなければなりません。"
"We can't save the credit memo right now.","現在クレジットメモを保存できません。"
"We can't update the item's quantity right now.","現在商品の数量を更新できません。"
"We can't create credit memo for the order.","この注文へのクレジットメモを作成できません。"
"We can't send the email order right now.","現在Eメール注文が送れません。"
"You can't create an invoice without products.","商品なしに請求書を作成できません。"
"We can't save the invoice right now.","現在請求書を保存できません。"
"The invoice and the shipment  have been created. The shipping label cannot be created now.","請求書と送付書は作成されました。 配送ラベルは現在作成できません。"
"We can't send the invoice email right now.","現在請求書Eメールを送れません。"
"We can't send the shipment right now.","現在配送できません。"
"Transaction has been approved.","トランザクションは承認されました。"
"Transaction has been voided/declined.","トランザクションは破棄された/却下されました。"
"There is no update for the transaction.","このトランザクションのためのアップデートはありません。"
"We can't update the payment right now.","現在支払いをアップデートできません。"
"You assigned the order status.","注文ステータスをアサインしました。"
"Something went wrong while assigning the order status.","注文ステータスをアサイン中に問題が発生しました。"
"You saved the order status.","注文ステータスを保存しました。"
"We can't add the order status right now.","現在注文ステータスを追加できません。"
"Something went wrong while unassigning the order.","注文をアサインから外している間に問題が発生しました。"
"Can't unhold order.","注文を放棄できません。"
"You saved the gift card message.","ギフトカードメッセージを保存しました。"
"We can't void the payment right now.","現在支払いを破棄できません。"
"We can't update the transaction details.","トランザクション詳細をアップデートできません。"
"We can't find this wish list.","このお気に入りリストが見つかりません。"
"Please specify order items.","注文商品を指定してください。"
"Path ""%1"" is not part of allowed directory ""%2""","パス ""%1"" は ""%2""　の許可されたディレクトリの1つではありません"
"Identifying Fields required","身分証明フィールド必須"
"Id required","Id必須"
"Could not delete order address","注文住所を削除できませんでした。"
"Could not save order address","注文住所を保存できませんでした"
"Could not delete credit memo","クレジットメモを削除出来ませんでした"
"Could not save credit memo","クレジットメモを保存できませんでした"
"This order already has associated customer account","この注文は既に顧客アカウントと紐付いています"
"Please set a proper payment and order id.","正しい支払いと注文idを設定してください。"
"Please enter a Transaction ID.","トランザクションIDを入力してください。"
"We found an invalid quantity to ship for item ""%1"".","商品 ""%1""に対して不正な数量の発送を検知しました。"
"Could not delete shipment","配送を削除できませんでした"
"Could not save shipment","配送を保存できませんでした。"
"We can't save the address:
%1","住所を保存できません:
%1"
"You can not cancel Credit Memo","クレジットメモをキャンセルできません"
"Could not cancel creditmemo","クレジットメモをキャンセルできませんでした"
" Transaction ID: ""%1"""," トランザクションID: ""%1"""
"Group was removed","グループが削除されました"
"Visible on Storefront","フロントエンドで表示されています"
"Update Items and Quantities","商品と数量をアップデート"
"The order confirmation email was sent","注文確認メールが送られました"
"The order confirmation email is not sent","注文確認メールが送られていません"
"Find Order By","注文検索"
"Your search query can't be longer than %1, so we shortened your query.","検索クエリは%1より長くできませんのでクエリを短くしました。"
"No Product Exception.","製品例外なし。"
"No Category Exception.","カテゴリー例外なし。"
"Some error","何らかのエラー"
"Localized Exception.","ローカライズ例外"
Exception.,例外。
Invitee,送信先
"Add Invitee","送信先を追加"
"We can't initialize shipment for adding tracking number.","トラッキング番号追加のための送付の初期化ができません。"
"Cannot send shipment information.","送付情報を送ることができません。"
"We can't initialize shipment for delete tracking number.","トラッキング番号削除のための送付の初期化ができません。"
"We can't delete tracking number.","トラッキング番号が削除できません。"
"We can't load track with retrieving identifier right now.","現在取り出されたアイデンティファイアーのトラックはロードできません。"
"We can't save the shipment right now.","現在配送は保存できません。"
"Security validation of XML document has been failed.","XMLドキュメントのセキュリティ検証は失敗しました。"
"Add Products to Package","商品をパッケージに追加"
"Requested store is inactive","要求されたストアは無効です"
"Requested store is not found","要求されたストアは見つかりませんでした"
"Environment emulation nesting is not allowed.","環境エミュレーションネスティングは許可されていません。"
"Website code may only contain letters (a-z), numbers (0-9) or underscore (_), and the first character must be a letter.","ウェブサイトコードは文字 (a-z), 数字 (0-9) かアンダースコア (_)を含んでいなければなりません、そして最初のキャラクターは文字でなければなりません。"
"The store code may contain only letters (a-z), numbers (0-9) or underscore (_), and the first character must be a letter.","ストアコードは文字 (a-z), 数字 (0-9) かアンダースコア (_)を含んでいなければなりません、そして最初のキャラクターは文字でなければなりません。"
"Store is inactive","ストアは無効です"
"Default store is inactive","デフォルトストアは無効です"
"More than one default website is defined","１つ以上のデフォルトウェブサイトが定義されています"
"Default website is not defined","デフォルトウェブサイトは定義されていません"
"Swatch Helper: not valid parameter for product instantiation","見本ヘルパー: 製品インスタンス化のための正しくないパラメーター"
"Admin is a required field in the each row","管理者は各行は必須フィールドです"
"Update Product Preview Image","製品プレビュー画像を更新"
"Filtering by this attribute will update the product image on catalog page","この属性でのフィルタリングはカタログページの製品画像を更新します。"
"Use Product Image for Swatch if Possible","可能であれば製品画像を見本のために使用してください"
"Allows use fallback logic for replacing swatch image with product swatch or base image","見本画像を商品見本かベース画像と交換するためにフォールバックロジックの使用を許可"
"Visual Swatch","映像見本"
"Text Swatch","テキスト見本"
"Manage Swatch (values of your attribute)","見本管理 (あなたの属性の値)"
